,0
177,783367.06
178,671314.94
179,514593.03
180,654294.3
181,772732.4
182,598296.9
183,636993.94
184,380793.97
185,594218.3
186,564780.94
187,339169.78
188,593779.9
189,399660.4
190,718816.4
191,521897.47
192,575582.0
193,1019809.6
194,1750072.0
195,534470.1
196,381608.75
197,652033.56
198,697868.94
199,404192.56
200,376136.0
201,417854.25
202,768391.0
203,448969.38
204,360306.7
205,423093.28
206,376309.78
207,877193.75
208,496616.88
209,798760.5
210,510920.56
211,508427.3
212,849299.25
213,767972.4
214,1057313.1
215,425077.78
216,310694.62
217,500630.0
218,478141.72
219,418258.16
220,925153.2
221,1455610.6
222,539944.4
223,360662.7
224,457783.53
225,741663.2
226,584663.2
227,1093548.6
228,686523.25
229,292186.9
230,790655.0
231,403195.78
232,441569.03
233,887382.94
234,413860.53
235,643431.56
236,579467.8
237,1245168.2
238,366148.03
239,677611.44
240,503037.6
241,533214.7
242,581735.75
243,881352.1
244,723834.1
245,372019.1
246,857698.9
247,485019.4
248,962393.9
249,346073.5
250,2114788.0
251,523201.12
252,876395.4
253,319378.88
254,1755692.6
255,537982.8
256,518723.28
257,526727.5
258,685633.0
259,484467.97
260,525854.0
261,361537.88
262,796583.7
263,560340.06
264,909519.8
265,464590.12
266,321712.94
267,461477.1
268,839247.44
269,1513755.9
270,1856937.0
271,606180.9
272,555438.2
273,356905.56
274,352730.84
275,707096.56
276,490970.06
277,386149.06
278,352269.7
279,446155.8
280,527383.5
281,1269771.8
282,474229.75
283,400448.88
284,415785.62
285,1281642.5
286,419377.6
287,593019.1
288,405427.8
289,428182.44
290,753968.2
291,355169.84
292,1367177.4
293,674251.4
294,252006.33
295,388893.62
296,427414.12
297,324752.66
298,1191460.5
299,392184.28
300,493162.94
301,852680.0
302,739841.6
303,1091774.8
304,523902.34
305,551991.7
306,264662.66
307,361712.8
308,401170.94
309,776250.25
310,269543.9
311,669060.8
312,752038.5
313,710492.56
314,267247.97
315,577441.75
316,790116.56
317,365127.44
318,755576.1
319,291918.9
320,740196.4
321,388063.84
322,818780.56
323,746628.56
324,465387.66
325,584746.56
326,836082.5
327,708141.25
328,386985.22
329,1481534.8
330,293183.97
331,356530.84
332,1261559.9
333,589542.1
334,411385.12
335,487301.97
336,602262.1
337,658367.0
338,376937.1
339,379622.06
340,743775.25
341,546276.56
342,496835.38
343,237807.17
344,363573.9
345,645030.06
346,529527.0
347,800554.94
348,473222.1
349,440488.12
350,923637.9
351,426895.44
352,827266.06
353,755926.3
354,575898.56
355,457710.5
356,350555.6
357,447511.84
358,237630.95
359,612640.9
360,409388.4
361,426573.78
362,1566743.2
363,784432.94
364,325825.7
365,892555.44
366,314600.75
367,1397602.4
368,499131.88
369,818056.06
370,389957.22
371,648661.5
372,670002.25
373,432866.22
374,617585.6
375,1460912.6
376,540059.25
377,368643.44
378,511933.6
379,891710.06
380,549504.06
381,446576.8
382,844705.06
383,462768.8
384,611569.44
385,1080988.5
386,1698121.8
387,666117.2
388,342988.2
389,420045.66
390,400507.88
391,478478.1
392,590998.8
393,504468.62
394,379407.62
395,797131.0
396,1411156.8
397,820749.3
398,364202.5
399,528931.44
400,1117680.8
401,574672.8
402,641500.3
403,556452.5
404,729292.94
405,664797.8
406,440976.38
407,433826.03
408,512974.22
409,528816.25
410,503767.28
411,812736.5
412,441789.0
413,1701027.4
414,691423.6
415,703348.94
416,1178710.2
417,339806.44
418,757899.0
419,424718.6
420,440751.5
421,705587.56
422,817750.3
423,380498.8
424,1646550.6
425,393023.47
426,932615.9
427,1382175.4
428,1038181.7
429,716830.1
430,411001.7
431,621314.56
432,313300.06
433,777695.6
434,620863.9
435,212198.55
436,384415.4
437,728201.9
438,507487.4
439,681595.94
440,955611.94
441,938009.25
442,1005462.44
443,332405.22
444,1348791.8
445,557736.75
446,604288.8
447,545006.75
448,552521.5
449,383776.28
450,619346.25
451,915486.8
452,930683.9
453,756457.9
454,690289.94
455,280868.2
456,446245.97
457,507501.38
458,638994.44
459,337531.12
460,648017.2
461,408043.06
462,552542.7
463,341022.66
464,512222.5
465,1594437.5
466,355994.44
467,326816.12
468,1040962.9
469,243089.17
470,376581.25
471,927067.0
472,811646.1
473,601886.6
474,754493.7
475,561805.8
476,733961.5
477,1482786.9
478,660691.9
479,599740.0
480,328286.8
481,621222.25
482,421130.06
483,1222183.5
484,450106.78
485,531569.9
486,511130.03
487,328187.34
488,1123139.2
489,1559880.5
490,416371.12
491,1271546.9
492,527269.56
493,342382.47
494,579039.0
495,878317.5
496,1275940.0
497,380498.8
498,394815.84
499,623967.7
500,418982.97
501,490673.88
502,664020.6
503,778886.06
504,473313.28
505,553060.3
506,490943.44
507,1153688.2
508,446225.38
509,563903.7
510,912276.5
511,337163.28
512,639742.8
513,442730.6
514,585188.56
515,1103831.8
516,517371.7
517,356236.62
518,868665.25
519,465539.47
520,351069.47
521,530119.94
522,435370.7
523,668953.6
524,649309.9
525,988595.56
526,517716.53
527,1055067.2
528,465851.94
529,1111768.2
530,432063.56
531,1231698.0
532,586560.56
533,392484.2
534,501313.78
535,808582.44
536,519170.3
537,390244.03
538,1354476.9
539,909221.7
540,1601877.1
541,1337830.2
542,514313.03
543,315301.56
544,1707791.4
545,673981.3
546,759169.44
547,409465.97
548,1636147.8
549,495712.1
550,980414.0
551,542606.8
552,304790.6
553,352383.44
554,362960.2
555,866110.75
556,660112.25
557,429651.38
558,689148.7
559,469219.53
560,470163.0
561,1135650.5
562,514274.9
563,416528.53
564,431277.88
565,558025.6
566,489212.03
567,826222.0
568,573727.44
569,680791.44
570,339671.9
571,864143.6
572,827689.2
573,352858.34
574,484207.75
575,605546.75
576,574665.1
577,333113.44
578,1307218.0
579,638560.4
580,401390.78
581,370581.34
582,805020.06
583,346204.97
584,732350.2
585,813037.4
586,497128.9
587,510383.84
588,486308.16
589,435351.03
590,467307.62
591,253071.95
592,717729.5
593,448617.47
594,252669.61
595,618225.9
596,417485.62
597,644816.2
598,1596401.6
599,1138246.5
600,1622146.6
601,402411.44
602,787056.44
603,352853.38
604,846487.44
605,560443.2
606,749139.8
607,373006.3
608,270106.97
609,831191.4
610,437275.7
611,412410.06
612,899810.5
613,897810.56
614,760683.0
615,362682.44
616,535212.2
617,844062.2
618,463999.53
619,808885.9
620,601210.9
621,293731.75
622,1094768.2
623,561497.2
624,648286.56
625,416472.47
626,678900.8
627,481968.38
628,598108.94
629,1066538.6
630,224613.62
631,351606.88
632,416962.38
633,686489.2
634,382801.62
635,450382.38
636,422156.3
637,834358.9
638,428068.34
639,773605.2
640,376706.5
641,687699.0
642,1324712.0
643,568269.94
644,856062.6
645,556452.8
646,657669.25
647,363224.7
648,756795.94
649,572837.25
650,385826.8
651,632769.8
652,1133251.1
653,661754.5
654,448159.47
655,677919.0
656,809761.2
657,565288.5
658,328534.56
659,471317.72
660,494077.7
661,635310.4
662,539479.94
663,564493.9
664,414399.38
665,703169.75
666,575076.56
667,489735.03
668,1245515.8
669,1362461.1
670,306985.53
671,480479.5
672,1061013.0
673,1074706.1
674,380540.22
675,413076.9
676,902695.06
677,513584.7
678,618720.3
679,366120.53
680,588395.8
681,617883.3
682,300704.47
683,439301.16
684,440430.84
685,1548436.5
686,643657.8
687,460762.56
688,434652.66
689,1002869.94
690,386019.34
691,814854.94
692,1174773.6
693,563584.7
694,1659525.6
695,561456.5
696,772525.0
697,500269.62
698,288287.25
699,1365646.8
700,383660.56
701,557437.1
702,759691.5
703,548198.8
704,389275.88
705,397122.88
706,582620.8
707,479519.72
708,676369.9
709,302629.9
710,959446.6
711,528117.3
712,626664.75
713,518261.9
714,562430.9
715,388243.94
716,787884.0
717,274481.97
718,1513762.8
719,491065.4
720,408701.03
721,455159.12
722,549431.94
723,808475.9
724,1174656.1
725,550700.9
726,495305.75
727,473438.38
728,684560.1
729,314063.22
730,276099.22
731,1940096.5
732,519306.53
733,622213.8
734,615747.25
735,320474.62
736,1331416.1
737,413402.44
738,517111.12
739,1238041.0
740,360914.44
741,532466.6
742,762160.25
743,471917.3
744,499200.0
745,641588.4
746,530553.6
747,539314.75
748,522150.38
749,362641.38
750,386449.66
751,695371.0
752,518886.9
753,770351.7
754,527455.3
755,329055.8
756,487827.66
757,547587.06
758,493717.38
759,348308.25
760,457952.1
761,494509.3
762,480477.97
763,1120424.9
764,325382.62
765,561911.56
766,505949.72
767,251628.1
768,632984.9
769,361600.78
770,471337.88
771,563372.1
772,287191.12
773,742684.56
774,960638.0
775,258578.31
776,858284.44
777,522896.8
778,1161840.0
779,1049690.9
780,932573.7
781,824656.0
782,536992.75
783,400019.94
784,408067.03
785,855093.7
786,489175.44
787,348456.8
788,1207128.8
789,524690.25
790,769169.94
791,668059.4
792,427702.3
793,939210.4
794,755935.2
795,680300.8
796,1795858.9
797,1583974.8
798,435259.97
799,620472.75
800,871844.3
801,773716.25
802,1277240.8
803,1594011.1
804,508876.03
805,861166.0
806,471468.62
807,362103.97
808,497523.8
809,387708.44
810,621842.94
811,2173783.0
812,1604908.4
813,301532.16
814,485594.88
815,285786.56
816,688707.7
817,1070496.1
818,1419800.8
819,541254.5
820,574403.1
821,414141.5
822,425279.3
823,1234416.1
824,350181.97
825,473181.28
826,1395142.5
827,345171.22
828,780633.44
829,317562.5
830,1381464.0
831,453687.25
832,474033.94
833,582471.25
834,733410.25
835,685789.06
836,647038.8
837,287708.22
838,781349.56
839,838154.44
840,397093.4
841,701416.0
842,982558.5
843,690779.5
844,456027.06
845,1266223.8
846,467161.38
847,425489.72
848,689920.4
849,400318.22
850,415518.8
851,525622.44
852,559405.44
853,516567.53
854,538882.7
855,549368.0
856,741611.7
857,376663.62
858,350470.7
859,1874604.4
860,364782.0
861,665254.44
862,344804.3
863,1157460.0
864,290505.12
865,425949.6
866,368042.8
867,448312.4
868,345304.94
869,401904.66
870,432368.94
871,363149.88
872,901630.94
873,482810.2
874,1005183.9
875,314266.53
876,1105035.5
877,329601.2
878,417796.47
879,699245.5
880,571057.5
881,355635.03
882,848137.44
883,1012375.94
884,352206.84
885,354311.84
886,644559.8
887,524526.5
888,334812.28
889,680275.75
890,1542432.9
891,461848.84
892,388654.97
893,384070.84
894,518430.78
895,298035.0
896,996871.7
897,1339955.5
898,500639.44
899,443119.8
900,811680.6
901,241561.39
902,201616.77
903,653148.94
904,1314288.9
905,1304512.9
906,372234.75
907,695872.4
908,420596.66
909,1866161.6
910,721484.9
911,924150.94
912,539043.0
913,1278207.6
914,259408.73
915,545650.0
916,681748.25
917,926007.6
918,367245.88
919,353144.97
920,660052.7
921,747620.44
922,709543.1
923,944041.2
924,256417.17
925,364808.8
926,847394.44
927,480234.9
928,454524.62
929,519797.97
930,475456.7
931,937009.56
932,836879.3
933,442400.2
934,914858.2
935,418221.72
936,999254.2
937,806377.44
938,921130.56
939,1554644.9
940,433155.75
941,625908.06
942,688752.7
943,392970.3
944,403875.66
945,421080.53
946,412194.06
947,897720.5
948,317554.94
949,558470.4
950,985485.5
951,371513.0
952,821705.0
953,1682338.5
954,952421.0
955,380385.5
956,622095.4
957,719697.4
958,2037635.1
959,694593.5
960,572118.5
961,334543.8
962,877924.9
963,683836.1
964,910409.1
965,874618.9
966,679028.2
967,1363223.0
968,630834.44
969,392541.5
970,647228.8
971,629332.94
972,495760.88
973,1675444.5
974,336480.47
975,238277.97
976,762876.94
977,1733826.4
978,338438.62
979,634773.3
980,785340.2
981,532631.25
982,677715.94
983,684668.5
984,574354.0
985,292515.0
986,515065.4
987,1091405.8
988,425895.47
989,1226074.9
990,386077.03
991,1171262.1
992,476015.34
993,100433.99
994,1002829.94
995,1050871.5
996,565265.2
997,1000238.4
998,621111.06
999,456468.62
1000,363050.5
1001,980976.6
1002,581348.4
1003,340917.7
1004,814651.9
1005,488650.97
1006,539716.0
1007,940089.6
1008,629848.8
1009,569790.5
1010,773002.8
1011,524411.06
1012,566849.4
1013,1114406.9
1014,361222.7
1015,493247.62
1016,523752.53
1017,1263126.4
1018,536066.3
1019,484714.78
1020,343716.06
1021,602100.94
1022,305059.38
1023,773138.2
1024,1179794.2
1025,600677.75
1026,516190.1
1027,925404.3
1028,403288.88
1029,412099.38
1030,520215.56
1031,357433.2
1032,722044.4
1033,363917.9
1034,659896.06
1035,626915.4
1036,539968.7
1037,352337.25
1038,841995.56
1039,835842.3
1040,753206.3
1041,313914.7
1042,1159957.4
1043,1355492.1
1044,921009.44
1045,1102723.8
1046,367581.44
1047,601280.5
1048,513234.75
1049,334501.34
1050,708739.8
1051,547184.44
1052,335113.12
1053,575879.2
1054,283890.25
1055,877002.25
1056,1077515.2
1057,528426.9
1058,968706.3
1059,493045.9
1060,1061750.2
1061,767277.06
1062,660526.94
1063,460040.3
1064,408602.4
1065,1033140.4
1066,802492.4
1067,603635.5
1068,559057.06
1069,320705.75
1070,695591.75
1071,378186.44
1072,305926.56
1073,1155830.2
1074,368005.34
1075,620064.1
1076,404971.2
1077,1021455.6
1078,647772.9
1079,1031344.75
1080,897896.0
1081,944183.8
1082,350242.1
1083,1080376.5
1084,329982.0
1085,446414.25
1086,366259.25
1087,443494.97
1088,1073627.2
1089,391963.97
1090,761298.94
1091,572466.2
1092,900530.3
1093,409276.1
1094,531405.94
1095,790635.6
1096,586223.94
1097,1074012.8
1098,602826.0
1099,520782.6
1100,1931860.6
1101,229902.12
1102,740014.6
1103,559402.75
1104,311536.0
1105,489743.56
1106,362862.6
1107,1233625.0
1108,700152.56
1109,891196.0
1110,540460.8
1111,387226.4
1112,454119.4
1113,295485.97
1114,269762.03
1115,450011.22
1116,1126476.9
1117,324400.25
1118,400514.88
1119,989112.56
1120,636129.1
1121,586207.6
1122,558028.44
1123,483532.28
1124,577955.1
1125,292719.97
1126,1000918.6
1127,794257.56
1128,530383.44
1129,574875.75
1130,408382.94
1131,371210.28
1132,330375.9
1133,977042.1
1134,583450.0
1135,505269.3
1136,399859.8
1137,493569.8
1138,581823.2
1139,347068.34
1140,333284.38
1141,308736.97
1142,420489.16
1143,516415.78
1144,450485.28
1145,703794.6
1146,375713.84
1147,758700.9
1148,479459.97
1149,394945.5
1150,680455.5
1151,551132.4
1152,486586.53
1153,697730.6
1154,476019.84
1155,778868.4
1156,508145.06
1157,556648.7
1158,1186130.8
1159,596276.75
1160,387545.88
1161,450980.16
1162,438802.66
1163,681981.56
1164,389256.47
1165,1857653.6
1166,612192.44
1167,254306.67
1168,364678.62
1169,504374.12
1170,675174.6
1171,344811.44
1172,984468.4
1173,512716.4
1174,498552.22
1175,381048.25
1176,513762.75
1177,463449.66
1178,409786.62
1179,605908.4
1180,292366.1
1181,428201.66
1182,842548.75
1183,330222.22
1184,527581.75
1185,1114899.2
1186,636354.2
1187,788102.8
1188,670935.8
1189,930394.4
1190,1027495.8
1191,505598.88
1192,797039.0
1193,521779.2
1194,458063.72
1195,527520.7
1196,913025.94
1197,356521.03
1198,876184.0
1199,204400.11
1200,792488.25
1201,597495.0
1202,1168458.5
1203,635818.94
1204,1014605.8
1205,892434.1
1206,1222021.1
1207,305802.4
1208,337272.72
1209,684371.3
1210,724110.56
1211,491340.94
1212,409344.66
1213,669160.56
1214,1040724.9
1215,271924.06
1216,364129.1
1217,405821.22
1218,388079.3
1219,591627.44
1220,747796.5
1221,381878.56
1222,498000.28
1223,253924.5
1224,469938.78
1225,592071.6
1226,343661.22
1227,491711.44
1228,415326.5
1229,395887.56
1230,565870.7
1231,1470007.1
1232,526183.4
1233,842944.25
1234,523270.2
1235,407993.47
1236,517979.03
1237,301424.47
1238,370376.5
1239,553534.0
1240,404711.03
1241,404596.03
1242,977141.9
1243,654161.44
1244,720359.75
1245,1220008.4
1246,783216.2
1247,1842908.5
1248,665844.4
1249,476741.2
1250,616593.8
1251,649630.44
1252,861486.56
1253,932509.2
1254,527515.6
1255,359176.72
1256,650200.56
1257,476853.44
1258,628578.6
1259,461466.7
1260,685160.94
1261,402994.2
1262,333308.53
1263,303862.97
1264,742157.56
1265,1237964.8
1266,576924.0
1267,589790.2
1268,584875.8
1269,416070.62
1270,509488.4
1271,308174.62
1272,533206.8
1273,601484.9
1274,317243.25
1275,638739.2
1276,358839.56
1277,359431.3
1278,573013.06
1279,551961.0
1280,380782.0
1281,838493.75
1282,336421.0
1283,392484.2
1284,770558.0
1285,437569.0
1286,417578.8
1287,423771.53
1288,1155985.5
1289,662028.6
1290,407282.5
1291,336784.25
1292,1111233.6
1293,432308.66
1294,415357.94
1295,489872.72
1296,654933.4
1297,1074349.0
1298,355178.44
1299,716974.25
1300,470458.47
1301,338269.44
1302,1184830.1
1303,412310.7
1304,478778.22
1305,545892.75
1306,945867.3
1307,724541.4
1308,373081.25
1309,296099.7
1310,379733.6
1311,289590.8
1312,248101.28
1313,584746.3
1314,1176099.2
1315,326824.0
1316,1016727.06
1317,709528.7
1318,607392.6
1319,585138.1
1320,383146.47
1321,604432.75
1322,569462.06
1323,1207873.2
1324,844432.2
1325,637499.56
1326,359196.38
1327,396344.44
1328,563538.25
1329,633954.9
1330,1657137.5
1331,496994.88
1332,605793.4
1333,360012.22
1334,559487.56
1335,443082.56
1336,1234356.1
1337,695715.25
1338,1775944.1
1339,436003.5
1340,1398181.0
1341,645328.2
1342,477719.12
1343,467789.75
1344,456926.66
1345,581771.7
1346,1189561.9
1347,594471.3
1348,732139.2
1349,423367.9
1350,598788.7
1351,356015.1
1352,360960.22
1353,755901.75
1354,1336781.6
1355,360574.06
1356,1013893.06
1357,512846.28
1358,812555.3
1359,555573.6
1360,510921.8
1361,496447.25
1362,602904.3
1363,339510.22
1364,409965.88
1365,1549923.2
1366,796410.4
1367,771167.4
1368,682367.75
1369,558955.9
1370,367937.75
1371,645365.6
1372,293894.84
1373,1432307.4
1374,639862.44
1375,671847.75
1376,1002615.0
1377,1152129.4
1378,568929.25
1379,733521.6
1380,442503.7
1381,1001612.6
1382,885371.3
1383,1310256.2
1384,335779.97
1385,974949.44
1386,553029.75
1387,600560.3
1388,974783.8
1389,904022.3
1390,484343.88
1391,1372514.5
1392,670822.3
1393,532946.5
1394,696457.25
1395,513821.4
1396,563880.44
1397,391716.97
1398,469531.6
1399,1037302.7
1400,484067.3
1401,569146.75
1402,441529.28
1403,473529.84
1404,619356.94
1405,813225.9
1406,615156.8
1407,559756.06
1408,550611.6
1409,411105.94
1410,503465.53
1411,501676.8
1412,659879.1
1413,387806.44
1414,347872.8
1415,618764.0
1416,468072.7
1417,443149.2
1418,400891.2
1419,483855.12
1420,722177.44
1421,364707.4
1422,511796.0
1423,569085.6
1424,346098.03
1425,300299.28
1426,728700.3
1427,481871.5
1428,389857.03
1429,347663.94
1430,452380.5
1431,680888.1
1432,1011576.9
1433,520321.06
1434,422029.47
1435,347335.66
1436,471146.28
1437,391167.6
1438,323214.44
1439,346512.28
1440,1118276.5
1441,1821918.6
1442,624682.4
1443,683928.1
1444,599881.25
1445,1706467.9
1446,550294.1
1447,350960.0
1448,833780.94
1449,249493.17
1450,979260.2
1451,1134942.9
1452,518163.78
1453,307968.97
1454,669473.8
1455,807737.1
1456,335607.5
1457,340035.22
1458,605421.7
1459,484886.66
1460,1147507.2
1461,354025.38
1462,740930.2
1463,797615.75
1464,506787.0
1465,822190.7
1466,468930.78
1467,1273492.9
1468,563730.44
1469,260971.31
1470,592494.1
1471,672336.6
1472,465880.7
1473,394865.66
1474,603413.8
1475,500598.5
1476,733365.2
1477,1099960.0
1478,471916.25
1479,393378.7
1480,706119.9
1481,541183.8
1482,558125.8
1483,538526.25
1484,912651.2
1485,399077.2
1486,815757.6
1487,442342.1
1488,827735.5
1489,1917267.1
1490,1567525.0
1491,555463.56
1492,560122.7
1493,443030.5
1494,308986.3
1495,573282.6
1496,416799.56
1497,1095147.9
1498,879551.06
1499,351549.8
1500,1135471.5
1501,1356734.1
1502,378208.12
1503,655960.8
1504,398195.56
1505,683391.0
1506,1738668.1
1507,863885.3
1508,209849.78
1509,208651.11
1510,451190.03
1511,870168.56
1512,674242.3
1513,549314.9
1514,933579.5
1515,387609.72
1516,259330.31
1517,481306.53
1518,710328.06
1519,485893.75
1520,373562.7
1521,728482.9
1522,549560.8
1523,449189.72
1524,375251.03
1525,723901.75
1526,437894.44
1527,502105.16
1528,580148.44
1529,549818.5
1530,1038654.94
1531,641932.5
1532,246287.88
1533,621163.5
1534,547422.44
1535,357338.12
1536,804922.6
1537,313126.56
1538,363133.53
1539,1696030.4
1540,355107.03
1541,637297.2
1542,634994.94
1543,693258.3
1544,824686.6
1545,900130.06
1546,1088884.8
1547,1361152.0
1548,599044.2
1549,718145.56
1550,1773166.8
1551,610896.75
1552,999674.44
1553,583123.25
1554,956822.94
1555,702883.7
1556,353111.1
1557,1276431.1
1558,1411454.1
1559,1077301.2
1560,542361.56
1561,545322.2
1562,423776.28
1563,323206.62
1564,466035.0
1565,477645.3
1566,1528373.8
1567,354665.03
1568,722724.06
1569,907231.4
1570,1037325.25
1571,722596.2
1572,691394.4
1573,407988.2
1574,399817.75
1575,558146.9
1576,440473.9
1577,444700.25
1578,608214.56
1579,281049.4
1580,576087.9
1581,457672.47
1582,728460.8
1583,942262.0
1584,239096.92
1585,733808.2
1586,421432.6
1587,347943.16
1588,524172.47
1589,502620.03
1590,695452.5
1591,347020.1
1592,403026.34
1593,382948.06
1594,619894.5
1595,730052.7
1596,432272.7
1597,1070220.2
1598,531695.75
1599,385819.28
1600,362478.72
1601,361472.0
1602,480955.12
1603,267814.62
1604,772051.3
1605,642656.75
1606,532957.06
1607,303547.28
1608,321722.44
1609,467636.28
1610,517484.8
1611,343067.1
1612,587852.44
1613,631145.0
1614,425684.0
1615,502077.75
1616,318498.06
1617,886409.7
1618,361869.3
1619,1734770.1
1620,271187.47
1621,610400.8
1622,668588.4
1623,529974.75
1624,418349.75
1625,443377.75
1626,371015.94
1627,430525.25
1628,560747.9
1629,592909.4
1630,701709.06
1631,411982.7
1632,698464.5
1633,716760.75
1634,639691.1
1635,596351.44
1636,986245.94
1637,522610.75
1638,598737.25
1639,1802936.1
1640,648248.6
1641,1014655.0
1642,365208.16
1643,546471.56
1644,985691.56
1645,544205.6
1646,418296.53
1647,359360.94
1648,1154769.6
1649,1219233.1
1650,673239.7
1651,464010.94
1652,442601.28
1653,664306.9
1654,375563.5
1655,574316.94
1656,465908.28
1657,760493.1
1658,650842.1
1659,689476.5
1660,405261.53
1661,1298950.9
1662,1504097.4
1663,690394.0
1664,912323.0
1665,490458.78
1666,1204422.0
1667,656522.0
1668,1015859.75
1669,426942.2
1670,438939.88
1671,746982.6
1672,625139.0
1673,383906.0
1674,568914.44
1675,912405.75
1676,581329.8
1677,544649.25
1678,437202.38
1679,584335.25
1680,485602.62
1681,51985.65
1682,277968.06
1683,610180.4
1684,361707.12
1685,648669.75
1686,631553.8
1687,238332.88
1688,757359.9
1689,660618.25
1690,588754.9
1691,259927.33
1692,539747.9
1693,457662.97
1694,546759.56
1695,349138.16
1696,376504.3
1697,1192652.8
1698,375456.88
1699,492108.25
1700,388829.12
1701,737837.5
1702,269185.94
1703,681997.2
1704,391633.9
1705,454600.9
1706,558160.0
1707,642043.75
1708,554674.8
1709,519762.38
1710,341699.7
1711,597819.3
1712,743515.94
1713,448253.6
1714,549439.7
1715,1037977.9
1716,342249.7
1717,551928.2
1718,361088.56
1719,888405.06
1720,527423.5
1721,590484.94
1722,1143746.6
1723,445017.4
1724,585489.3
1725,437272.8
1726,530693.1
1727,455984.44
1728,670936.44
1729,547055.3
1730,1860271.4
1731,581444.9
1732,334427.25
1733,585358.1
1734,1188826.5
1735,552346.9
1736,452524.84
1737,376185.66
1738,337515.44
1739,346066.84
1740,399497.03
1741,445750.72
1742,573192.94
1743,438227.0
1744,535105.44
1745,521665.22
1746,676164.3
1747,435428.2
1748,690269.3
1749,538673.2
1750,796324.75
1751,726161.06
1752,584123.06
1753,453247.44
1754,421050.4
1755,439752.25
1756,1366286.6
1757,522242.47
1758,569626.0
1759,1345164.1
1760,978908.2
1761,1635028.4
1762,519098.12
1763,951111.7
1764,570790.44
1765,449150.53
1766,896251.7
1767,378665.5
1768,858258.4
1769,217279.28
1770,296542.75
1771,550994.06
1772,1196066.4
1773,1152598.9
1774,494030.75
1775,614048.4
1776,532592.25
1777,323001.1
1778,858487.06
1779,626203.2
1780,786613.06
1781,1627484.6
1782,581045.0
1783,550021.94
1784,486713.34
1785,1405289.9
1786,468648.94
1787,463422.7
1788,447778.12
1789,482649.66
1790,575157.5
1791,948995.7
1792,857483.56
1793,919039.94
1794,562413.8
1795,756136.5
1796,565283.94
1797,663374.3
1798,321099.22
1799,352378.5
1800,287215.84
1801,682600.2
1802,604532.9
1803,578378.9
1804,812256.06
1805,1009151.7
1806,555247.9
1807,585872.06
1808,785648.75
1809,509435.53
1810,1325612.8
1811,524582.94
1812,307000.8
1813,694823.6
1814,981625.3
1815,465238.5
1816,443552.16
1817,632073.3
1818,1153817.4
1819,1068661.2
1820,685534.06
1821,1154241.9
1822,356779.94
1823,617740.44
1824,586958.6
1825,548276.75
1826,437028.66
1827,833825.6
1828,870319.8
1829,636949.06
1830,500586.06
1831,661321.0
1832,533280.9
1833,401028.94
1834,326499.2
1835,602219.06
1836,429059.97
1837,532638.0
1838,551203.06
1839,332913.75
1840,464875.12
1841,453267.97
1842,1760934.0
1843,602141.06
