,0
259,469889.7
260,502904.66
261,391316.25
262,766916.94
263,595329.4
264,1008798.5
265,481367.56
266,356463.38
267,501970.06
268,797924.3
269,1567833.6
270,1712852.6
271,552746.2
272,562846.25
273,290825.6
274,388269.28
275,637990.3
276,464819.38
277,385127.84
278,373083.66
279,494802.56
280,536481.8
281,1401634.5
282,444601.06
283,381856.78
284,465326.12
285,1168611.8
286,412013.25
287,585967.25
288,412699.2
289,401776.0
290,803567.56
291,373136.84
292,1208892.9
293,692467.06
294,237592.5
295,345003.97
296,432725.44
297,315555.16
298,1049144.0
299,391798.1
300,475745.56
301,1110664.5
302,512437.34
303,1152113.0
304,387216.5
305,550613.0
306,313525.5
307,361797.72
308,360421.88
309,911812.1
310,334954.25
311,671660.6
312,912672.5
313,734058.7
314,252307.3
315,471682.6
316,849822.9
317,585400.06
318,697709.8
319,302637.72
320,741817.3
321,389325.12
322,665762.7
323,796073.0
324,486770.03
325,596713.7
326,903614.4
327,748873.94
328,451425.22
329,1269578.8
330,284066.1
331,390164.72
332,912923.0
333,591705.3
334,406958.53
335,469771.56
336,612248.3
337,612885.6
338,408112.62
339,341682.25
340,303031.8
341,426301.72
342,577126.25
343,228805.27
344,327610.16
345,638182.25
346,530146.44
347,898432.4
348,412421.44
349,480022.47
350,872341.3
351,386059.25
352,840476.2
353,789212.94
354,376650.28
355,413801.28
356,339544.34
357,439680.56
358,236967.94
359,617983.56
360,371927.5
361,464251.1
362,1699806.0
363,738914.4
364,333993.03
365,898313.75
366,350811.47
367,1534459.2
368,474481.0
369,704029.9
370,361963.44
371,694870.3
372,435351.8
373,485007.9
374,522174.75
375,1340598.6
376,571115.5
377,390210.06
378,545186.5
379,838250.25
380,489505.7
381,386913.94
382,878194.5
383,439392.34
384,625895.8
385,1206018.6
386,1467427.5
387,669497.25
388,337045.56
389,430546.16
390,464414.84
391,437345.4
392,571326.06
393,478663.4
394,408642.1
395,778581.6
396,1243242.4
397,682276.44
398,387925.06
399,551215.56
400,1120135.4
401,521409.38
402,588893.0
403,547098.4
404,950186.3
405,666636.94
406,431358.25
407,409519.78
408,492661.53
409,533799.3
410,506503.34
411,843781.2
412,412069.97
413,1496806.0
414,703400.3
415,617460.7
416,983905.3
417,367978.44
418,694697.5
419,421901.94
420,335251.4
421,633632.75
422,796982.3
423,348878.75
424,1611525.8
425,489431.38
426,926248.56
427,1373498.1
428,845080.7
429,811963.56
430,445584.2
431,595219.3
432,333731.12
433,878017.56
434,613673.25
435,279732.06
436,304281.28
437,691033.9
438,504225.5
439,732024.44
440,937567.44
441,992825.56
442,1139937.2
443,367571.06
444,1548470.1
445,541917.9
446,620727.2
447,590365.1
448,507262.7
449,410776.22
450,527644.06
451,840376.5
452,930499.7
453,787688.44
454,605919.56
455,299782.3
456,458207.28
457,635795.7
458,613057.3
459,295249.6
460,641488.1
461,438395.47
462,505794.7
463,343811.1
464,498907.75
465,1606526.6
466,355889.34
467,343159.25
468,1202573.9
469,312838.56
470,391838.84
471,924169.06
472,953150.9
473,550888.56
474,722746.1
475,620697.3
476,710061.9
477,1480861.9
478,746321.8
479,573857.5
480,306721.06
481,555273.4
482,437210.8
483,1316545.2
484,459782.4
485,664795.7
486,533961.5
487,617998.1
488,1018939.75
489,1355901.4
490,471873.72
491,1223865.1
492,412192.06
493,346483.7
494,506170.7
495,1022317.9
496,1031978.6
497,382145.22
498,474951.3
499,568495.6
500,410131.34
501,501598.12
502,504904.9
503,717125.06
504,477424.94
505,580686.75
506,486177.9
507,1215723.8
508,336915.44
509,539410.3
510,1017847.6
511,388578.9
512,786182.94
513,402672.38
514,621987.75
515,879917.2
516,470377.53
517,352954.5
518,879161.75
519,489336.16
520,493266.5
521,511042.94
522,436961.6
523,664583.94
524,752380.7
525,1132248.1
526,497320.3
527,812726.06
528,442193.88
529,1047625.25
530,486369.47
531,1300878.0
532,540333.25
533,413757.06
534,542622.5
535,867966.9
536,458651.47
537,362699.47
538,1396863.9
539,849129.75
540,1948568.2
541,1330892.2
542,524342.0
543,279660.84
544,1872698.5
545,728483.94
546,931434.9
547,364850.88
548,1673179.0
549,461314.22
550,795674.25
551,212371.3
552,307218.9
553,338748.88
554,351691.5
555,855056.75
556,678024.56
557,442000.0
558,693772.6
559,486670.47
560,486063.06
561,1207342.6
562,517693.97
563,448299.8
564,460585.28
565,522754.5
566,472241.88
567,805101.0
568,594024.75
569,737449.25
570,304747.28
571,915157.94
572,941702.56
573,329597.5
574,363896.03
575,682024.5
576,549284.7
577,319380.97
578,1105837.8
579,739976.7
580,417991.4
581,393163.38
582,820262.25
583,389503.06
584,436708.06
585,697232.4
586,582577.94
587,443131.06
588,477031.28
589,441224.28
590,514005.8
591,266785.53
592,650278.5
593,444604.16
594,222604.89
595,422733.9
596,402541.56
597,655606.25
598,1510607.5
599,1389154.8
600,1627530.6
601,459437.88
602,674449.6
603,330273.78
604,738668.25
605,605885.25
606,738122.6
607,394612.88
608,286057.1
609,755835.75
610,429627.66
611,429746.1
612,874468.06
613,934187.2
614,563853.6
615,339051.9
616,580553.25
617,817297.6
618,423569.4
619,824489.06
620,621698.5
621,279377.88
622,1108441.0
623,551959.56
624,550150.75
625,378258.75
626,634675.7
627,490957.38
628,568006.4
629,865075.1
630,342682.28
631,352378.66
632,469203.22
633,654452.2
634,394928.03
635,431446.16
636,463275.12
637,555347.25
638,522592.16
639,651599.9
640,423765.06
641,771896.75
642,1330062.2
643,547927.4
644,750332.44
645,573298.1
646,677601.44
647,282743.2
648,792311.6
649,512137.3
650,423410.06
651,700924.9
652,1095483.4
653,714723.7
654,388081.28
655,726819.5
656,736813.1
657,567893.75
658,334671.22
659,450888.62
660,436582.06
661,584954.9
662,484366.75
663,531588.1
664,427366.2
665,991568.3
666,552723.6
667,527416.25
668,1259969.8
669,1114958.6
670,290722.7
671,541029.0
672,1217448.4
673,1033209.2
674,329778.7
675,488684.66
676,978430.25
677,505609.84
678,586818.06
679,315793.9
680,514687.7
681,590465.1
682,293632.0
683,403822.66
684,442358.7
685,1401519.5
686,709785.3
687,455595.78
688,465939.2
689,868405.75
690,426475.6
691,918861.94
692,1270451.5
693,535605.0
694,1600893.6
695,543812.1
696,713293.25
697,499879.06
698,298580.16
699,1310250.6
700,415597.8
701,570741.1
702,857374.0
703,672755.5
704,371204.97
705,404867.1
706,518732.38
707,364946.94
708,800420.56
709,297299.0
710,1102313.2
711,551935.56
712,643965.4
713,474304.94
714,614193.4
715,433469.75
716,786972.56
717,253703.11
718,1470080.0
719,449908.75
720,362020.28
721,410371.2
722,460486.47
723,725693.4
724,1167626.8
725,608346.7
726,473727.44
727,434276.3
728,695322.94
729,349927.22
730,279975.8
731,1600114.0
732,516567.0
733,622310.06
734,573916.94
735,365169.34
736,1237272.0
737,465901.25
738,574296.9
739,1175208.2
740,325660.75
741,544192.25
742,736968.2
743,505260.4
744,436692.7
745,769564.1
746,333182.0
747,522314.56
748,500674.84
749,380538.1
750,435246.22
751,702903.25
752,567604.56
753,714784.9
754,594347.1
755,279895.78
756,498805.94
757,561013.44
758,457223.6
759,371648.62
760,438587.5
761,539503.44
762,564236.9
763,1116605.2
764,324236.0
765,551362.5
766,505978.62
767,231975.86
768,610556.44
769,356602.03
770,445379.22
771,517365.53
772,287954.6
773,852349.3
774,746362.8
775,244651.53
776,727750.44
777,485134.5
778,1116758.8
779,1117692.0
780,885923.9
781,747521.6
782,459796.25
783,404837.28
784,437818.47
785,781836.56
786,456371.2
787,340562.16
788,1163201.6
789,447291.38
790,670557.56
791,712291.44
792,461742.12
793,806611.56
794,802177.94
795,680577.44
796,1902334.5
797,1663364.8
798,449011.97
799,684114.7
800,753384.25
801,782227.4
802,1127470.4
803,1517818.5
804,489231.9
805,648724.44
806,477951.34
807,354475.44
808,423971.03
809,387331.94
810,589843.06
811,1966130.8
812,1450387.4
813,338996.66
814,483890.22
815,333044.53
816,649587.3
817,948970.8
818,1548549.8
819,561617.5
820,548575.4
821,357666.44
822,484610.8
823,1214446.2
824,336942.1
825,557304.9
826,1299210.2
827,403037.97
828,729199.3
829,342131.1
830,1323378.8
831,439974.0
832,467325.3
833,577391.06
834,764926.3
835,722841.7
836,658568.3
837,314612.1
838,782650.7
839,937392.44
840,417661.16
841,738856.2
842,1121610.5
843,709384.2
844,518514.1
845,1234083.2
846,481662.53
847,393497.53
848,617520.7
849,408188.9
850,384900.5
851,534704.4
852,562472.75
853,569140.56
854,518944.72
855,572254.56
856,806838.3
857,361446.6
858,383258.78
859,2000662.5
860,368697.0
861,678903.25
862,315106.4
863,1219229.4
864,247318.03
865,426143.4
866,356422.2
867,492668.56
868,327446.6
869,413719.72
870,424482.75
871,394173.56
872,1038165.75
873,484162.8
874,1091151.1
875,344555.44
876,1057811.5
877,323855.97
878,409090.88
879,593723.6
880,565264.3
881,332521.7
882,847016.8
883,1247561.8
884,326890.0
885,370778.56
886,675371.9
887,530950.3
888,334101.84
889,618949.25
890,1382120.0
891,503674.66
892,412201.7
893,403213.03
894,493202.66
895,335763.8
896,1047809.8
897,1269152.5
898,497930.7
899,426474.6
900,611495.3
901,296188.2
902,309659.06
903,558256.7
904,1232398.2
905,1027587.06
906,394366.22
907,624445.94
908,418114.78
909,1659408.6
910,767152.75
911,749291.75
912,509768.56
913,1198943.0
914,274366.4
915,536796.9
916,664627.0
917,868243.44
918,382582.22
919,358688.16
920,524001.22
921,684699.9
922,766648.7
923,973274.06
924,282810.12
925,376317.3
926,866088.8
927,648248.4
928,402483.88
929,710840.56
930,471698.22
931,731626.5
932,880928.2
933,413465.16
934,939093.75
935,485351.84
936,1311290.9
937,805848.94
938,944348.2
939,1624574.1
940,411994.6
941,585300.4
942,702909.3
943,441661.47
944,423860.16
945,469492.53
946,462736.6
947,741480.75
948,333015.0
949,491363.3
950,962947.2
951,366988.78
952,1044239.6
953,1589675.5
954,1082345.5
955,361579.75
956,589492.75
957,820292.56
958,1680913.5
959,763929.06
960,550502.75
961,357617.34
962,864654.56
963,646366.44
964,759123.1
965,787048.9
966,655255.1
967,1195723.0
968,650666.0
969,368719.75
970,724709.3
971,681961.94
972,464570.47
973,1379313.8
974,358073.4
975,240480.77
976,713521.2
977,1854518.8
978,325283.22
979,712803.25
980,760932.5
981,592438.2
982,627616.6
983,584712.5
984,612760.1
985,309239.22
986,494827.8
987,1258089.9
988,448553.6
989,1300691.1
990,405393.75
991,1084433.0
992,615607.9
993,247912.19
994,937634.06
995,1035784.4
996,567553.2
997,1009291.56
998,740929.8
999,423708.7
1000,338881.5
1001,949131.4
1002,654858.0
1003,354797.2
1004,913596.1
1005,469260.7
1006,540420.6
1007,1164389.5
1008,651394.2
1009,631896.3
1010,818200.06
1011,496311.53
1012,588770.06
1013,1031127.06
1014,383330.28
1015,468079.06
1016,551251.75
1017,1318854.9
1018,401189.97
1019,468093.1
1020,277210.03
1021,650898.94
1022,272470.38
1023,704395.44
1024,934663.75
1025,686250.8
1026,467921.6
1027,905772.7
1028,410751.66
1029,501064.0
1030,575954.8
1031,347819.4
1032,764841.56
1033,422891.03
1034,725019.8
1035,580606.06
1036,608274.75
1037,406392.06
1038,800200.56
1039,830729.6
1040,714977.5
1041,384635.16
1042,1314899.8
1043,1629517.0
1044,910580.0
1045,1053033.0
1046,350520.22
1047,644056.0
1048,526959.5
1049,349134.62
1050,691129.3
1051,523690.38
1052,389723.66
1053,489564.03
1054,330960.34
1055,837529.6
1056,1008683.75
1057,511029.16
1058,1021332.1
1059,435445.75
1060,989730.3
1061,749338.44
1062,743119.7
1063,443783.3
1064,435786.12
1065,1135593.6
1066,801537.0
1067,592215.56
1068,542116.44
1069,359261.94
1070,761366.4
1071,410938.6
1072,292454.9
1073,992043.2
1074,371658.44
1075,546739.44
1076,343851.06
1077,1078179.2
1078,642045.2
1079,1217033.2
1080,899807.44
1081,1039908.5
1082,382734.1
1083,985531.44
1084,313601.34
1085,475481.16
1086,368638.25
1087,454417.9
1088,1130210.4
1089,366858.3
1090,629666.3
1091,641965.06
1092,591689.4
1093,391255.88
1094,501963.8
1095,797790.7
1096,568023.25
1097,949868.06
1098,472918.88
1099,544996.44
1100,1910471.2
1101,427580.66
1102,637721.1
1103,576655.7
1104,327191.16
1105,456048.56
1106,360875.94
1107,1415886.9
1108,859863.44
1109,854284.56
1110,536280.2
1111,369841.22
1112,425918.5
1113,366320.56
1114,295447.0
1115,439602.4
1116,1202900.1
1117,310146.4
1118,433156.2
1119,1059508.0
1120,588805.06
1121,574014.8
1122,619806.8
1123,438667.25
1124,599243.0
1125,347448.84
1126,929846.44
1127,834259.44
1128,490466.88
1129,617703.8
1130,387713.53
1131,387011.22
1132,377176.7
1133,1009408.1
1134,553289.7
1135,518844.6
1136,429888.7
1137,449916.84
1138,533942.44
1139,238310.86
1140,323414.8
1141,307103.47
1142,378007.22
1143,500882.2
1144,487742.25
1145,700493.9
1146,414149.8
1147,687190.94
1148,483262.8
1149,433860.66
1150,740383.75
1151,557502.94
1152,583169.7
1153,652771.6
1154,420278.34
1155,719607.7
1156,518028.7
1157,501455.06
1158,1003902.1
1159,636519.8
1160,377604.97
1161,448369.62
1162,464377.56
1163,721977.94
1164,400076.7
1165,1888788.9
1166,713299.06
1167,209089.42
1168,334094.2
1169,507863.12
1170,685101.4
1171,539671.2
1172,1031119.1
1173,499561.56
1174,592021.7
1175,446189.1
1176,583269.6
1177,461732.8
1178,428375.06
1179,631757.7
1180,287983.75
1181,421920.0
1182,896702.0
1183,331073.7
1184,522530.2
1185,1265365.2
1186,523574.5
1187,906781.94
1188,519766.56
1189,965783.9
1190,914881.44
1191,518537.6
1192,792223.9
1193,556369.0
1194,503396.2
1195,505206.44
1196,858520.06
1197,338035.8
1198,690989.6
1199,285900.75
1200,631011.1
1201,691160.06
1202,1143938.5
1203,599959.94
1204,1113529.5
1205,806841.56
1206,1420036.8
1207,291285.7
1208,360294.6
1209,707590.9
1210,819098.1
1211,477719.25
1212,386965.3
1213,727833.9
1214,1031875.3
1215,302669.84
1216,393530.06
1217,442246.3
1218,380934.2
1219,641073.75
1220,787176.4
1221,383184.1
1222,515198.44
1223,284612.2
1224,411358.7
1225,503994.5
1226,325553.84
1227,485014.03
1228,420939.16
1229,418284.1
1230,643784.75
1231,1605368.2
1232,381818.9
1233,771111.25
1234,445377.4
1235,411911.1
1236,596762.94
1237,322783.12
1238,353801.9
1239,531079.06
1240,344579.03
1241,453808.88
1242,994654.56
1243,613615.2
1244,930208.6
1245,1224218.4
1246,675003.06
1247,1875210.4
1248,584053.06
1249,495669.06
1250,541711.7
1251,618563.1
1252,863003.0
1253,958522.06
1254,526996.3
1255,362840.4
1256,656483.75
1257,402393.75
1258,660571.6
1259,438784.12
1260,691182.9
1261,401141.34
1262,368293.9
1263,281772.2
1264,858079.6
1265,1279433.0
1266,654588.94
1267,630569.7
1268,610940.9
1269,429908.5
1270,539786.75
1271,339209.94
1272,504198.28
1273,615778.75
1274,261792.17
1275,622819.9
1276,367495.66
1277,358500.06
1278,669202.2
1279,574370.7
1280,333255.56
1281,804885.6
1282,314750.34
1283,418596.3
1284,762064.5
1285,491735.7
1286,418920.47
1287,466000.9
1288,1257120.5
1289,573898.4
1290,468214.0
1291,354912.16
1292,1206405.6
1293,481196.72
1294,446927.28
1295,502933.38
1296,710628.06
1297,1028060.9
1298,488122.4
1299,721701.56
1300,473837.9
1301,304725.06
1302,1095572.6
1303,469562.9
1304,511743.38
1305,544634.44
1306,821452.25
1307,802104.5
1308,394093.56
1309,322304.3
1310,350899.12
1311,326628.22
1312,236874.12
1313,564365.6
1314,946456.25
1315,294925.38
1316,959889.7
1317,722855.94
1318,668000.5
1319,525818.3
1320,367070.66
1321,619640.94
1322,441050.03
1323,1100140.6
1324,798002.75
1325,643788.8
1326,338428.72
1327,390539.22
1328,520574.22
1329,585275.06
1330,1768173.4
1331,541387.75
1332,606550.6
1333,408735.34
1334,527604.6
1335,362063.2
1336,1171673.4
1337,774896.75
1338,1975431.8
1339,460579.5
1340,1276063.5
1341,494775.84
1342,447610.88
1343,553978.5
1344,410886.53
1345,572574.9
1346,1187740.4
1347,556204.44
1348,714100.75
1349,387156.16
1350,617446.3
1351,342207.0
1352,384797.7
1353,755547.5
1354,1289222.2
1355,485522.2
1356,1048946.1
1357,484110.25
1358,963893.25
1359,591597.94
1360,524333.44
1361,382476.94
1362,557476.3
1363,285779.0
1364,466235.38
1365,1224344.9
1366,840521.56
1367,732218.4
1368,659152.75
1369,529497.7
1370,444489.53
1371,653631.5
1372,318252.5
1373,1330299.2
1374,777138.94
1375,701327.25
1376,861653.2
1377,1050368.5
1378,611396.5
1379,678609.5
1380,432817.53
1381,773132.7
1382,898436.4
1383,1276885.9
1384,268236.25
1385,993683.94
1386,516413.53
1387,632437.5
1388,739939.2
1389,694050.9
1390,584236.5
1391,1534727.5
1392,648881.7
1393,579665.2
1394,755088.25
1395,485417.66
1396,491449.56
1397,422588.5
1398,457598.22
1399,1199759.2
1400,477442.38
1401,531356.7
1402,493515.75
1403,440209.44
1404,585479.44
1405,786446.94
1406,558833.0
1407,580806.9
1408,591391.56
1409,431337.78
1410,505218.22
1411,559634.06
1412,677452.7
1413,414150.53
1414,313983.28
1415,631374.3
1416,442703.34
1417,419196.5
1418,385714.2
1419,531687.3
1420,624014.25
1421,382240.6
1422,527387.2
1423,571256.75
1424,339428.38
1425,307051.34
1426,654923.4
1427,461838.6
1428,357634.6
1429,351815.3
1430,432555.22
1431,683451.8
1432,920506.44
1433,507274.03
1434,385480.38
1435,362280.75
1436,514781.75
1437,433993.88
1438,353054.12
1439,341598.72
1440,1088773.5
1441,1802741.0
1442,404538.2
1443,615055.06
1444,568579.5
1445,1871270.2
1446,609506.8
1447,387343.8
1448,817995.56
1449,266670.97
1450,938991.1
1451,1037749.5
1452,528827.6
1453,319569.47
1454,712063.56
1455,923921.3
1456,385728.75
1457,314954.5
1458,622017.0
1459,518573.12
1460,1097927.0
1461,338082.3
1462,776213.25
1463,729812.75
1464,533553.8
1465,945630.3
1466,469222.4
1467,1249109.0
1468,541552.2
1469,294483.53
1470,597170.8
1471,687729.6
1472,468044.44
1473,362627.97
1474,580116.1
1475,467374.06
1476,766863.56
1477,1164617.1
1478,559461.56
1479,424998.88
1480,621891.5
1481,487430.03
1482,486812.38
1483,513570.97
1484,971411.44
1485,402678.2
1486,864756.06
1487,462538.28
1488,819342.5
1489,1749112.6
1490,1220377.5
1491,560787.25
1492,524189.25
1493,442144.4
1494,311241.38
1495,559946.2
1496,424934.2
1497,1016797.56
1498,767348.2
1499,317139.25
1500,1347395.5
1501,1350437.1
1502,356192.47
1503,641136.44
1504,413651.03
1505,592614.75
1506,1462319.2
1507,784424.8
1508,143188.3
1509,238752.17
1510,467073.12
1511,895271.0
1512,708496.44
1513,605033.06
1514,861315.5
1515,463192.75
1516,271286.12
1517,545741.5
1518,689481.56
1519,433141.25
1520,349237.56
1521,693214.0
1522,573707.0
1523,398601.44
1524,402902.28
1525,627506.9
1526,330744.47
1527,527568.75
1528,615248.75
1529,553648.94
1530,963273.06
1531,674124.7
1532,296685.84
1533,518644.8
1534,558077.25
1535,353129.06
1536,780664.4
1537,331939.0
1538,432104.38
1539,1389758.1
1540,389379.84
1541,530370.6
1542,625418.94
1543,701174.25
1544,665655.8
1545,763800.25
1546,1191830.0
1547,1021559.75
1548,676522.8
1549,662042.06
1550,1739058.5
1551,553181.8
1552,1087181.4
1553,511900.16
1554,1038405.56
1555,551999.56
1556,378712.97
1557,1149929.1
1558,1610736.0
1559,1154443.6
1560,543977.0
1561,558123.06
1562,442709.34
1563,280114.38
1564,458481.3
1565,502903.7
1566,1544041.9
1567,384920.97
1568,718404.7
1569,836518.44
1570,1128544.4
1571,545647.75
1572,626300.8
1573,418019.53
1574,465403.28
1575,654734.1
1576,436145.25
1577,400938.06
1578,684600.94
1579,287610.06
1580,604905.4
1581,490569.8
1582,850030.4
1583,916587.4
1584,185797.28
1585,764178.5
1586,370838.88
1587,372500.06
1588,440554.66
1589,472900.28
1590,722777.56
1591,206349.64
1592,346603.75
1593,420888.25
1594,594184.56
1595,784302.4
1596,480301.22
1597,1060593.5
1598,489656.16
1599,381716.7
1600,385734.78
1601,370446.34
1602,496495.4
1603,256217.45
1604,800193.6
1605,619136.6
1606,566559.4
1607,288585.7
1608,350342.53
1609,456787.72
1610,500955.4
1611,359303.3
1612,638482.56
1613,600224.8
1614,442284.1
1615,435414.16
1616,243478.1
1617,808899.5
1618,365819.16
1619,1591589.6
1620,276584.72
1621,443642.28
1622,705540.5
1623,591233.4
1624,357930.84
1625,469313.47
1626,374448.72
1627,401247.22
1628,544311.75
1629,893036.56
1630,606638.94
1631,489262.53
1632,613560.4
1633,643547.75
1634,663260.5
1635,593000.44
1636,1006944.1
1637,522602.5
1638,589719.06
1639,1858351.1
1640,868607.6
1641,1059031.5
1642,426129.94
1643,617125.3
1644,1075239.6
1645,500555.28
1646,542588.9
1647,348980.06
1648,1040247.25
1649,1352273.2
1650,777426.94
1651,399629.0
1652,519058.16
1653,678908.44
1654,352733.16
1655,623064.5
1656,458050.12
1657,777072.0
1658,558046.44
1659,709029.7
1660,416739.8
1661,1250000.9
1662,988328.25
1663,567188.75
1664,701128.5
1665,545721.44
1666,1146042.2
1667,683945.56
1668,1016759.7
1669,463736.9
1670,446157.53
1671,807535.7
1672,757308.9
1673,413972.22
1674,663067.4
1675,1064766.8
1676,685070.75
1677,485048.06
1678,376362.22
1679,557870.56
1680,534982.3
1681,332280.66
1682,324065.66
1683,658769.1
1684,363906.0
1685,628952.25
1686,823004.06
1687,211410.0
1688,538031.94
1689,761720.8
1690,653595.8
1691,163813.89
1692,549044.06
1693,461969.1
1694,607123.8
1695,320960.06
1696,405882.38
1697,793780.94
1698,419085.1
1699,450112.38
1700,409402.72
1701,822726.25
1702,228841.4
1703,723385.06
1704,436645.94
1705,440695.0
1706,489779.5
1707,629616.25
1708,567796.94
1709,619325.2
1710,321472.84
1711,384494.53
1712,740321.44
1713,471745.75
1714,537763.2
1715,986304.75
1716,369654.84
1717,546765.4
1718,374284.62
1719,990738.0
1720,529223.2
1721,589297.75
1722,1051089.2
1723,407083.7
1724,522858.8
1725,400719.0
1726,512848.6
1727,523517.4
1728,652017.4
1729,595319.6
1730,1783740.5
1731,576608.9
1732,320362.28
1733,497517.0
1734,1173526.6
1735,563140.3
1736,471445.22
1737,406180.1
1738,364326.75
1739,318847.34
1740,414669.0
1741,523994.25
1742,568004.44
1743,470399.72
1744,562644.2
1745,464902.78
1746,635120.06
1747,524871.8
1748,729992.94
1749,460149.97
1750,732127.8
1751,744315.94
1752,484657.06
1753,449656.4
1754,453846.1
1755,503958.16
1756,1691393.1
1757,403665.97
1758,520704.44
1759,1375282.5
1760,830993.75
1761,1691999.9
1762,520269.03
1763,943045.1
1764,712715.4
1765,483765.72
1766,886307.7
1767,377110.06
1768,987792.75
1769,255062.58
1770,250152.23
1771,659163.6
1772,1250854.8
1773,1000933.44
1774,491254.2
1775,631831.0
1776,677132.6
1777,276717.8
1778,524682.8
1779,627208.5
1780,899187.1
1781,1407361.2
1782,590169.25
1783,563923.4
1784,519549.66
1785,1372035.4
1786,457810.7
1787,476342.75
1788,518652.44
1789,467339.8
1790,618592.94
1791,894660.6
1792,1112727.9
1793,790886.3
1794,636673.6
1795,858828.94
1796,484995.47
1797,790834.3
1798,349300.47
1799,377886.72
1800,333780.6
1801,555783.2
1802,560677.75
1803,571273.94
1804,723884.56
1805,1189790.8
1806,513602.12
1807,645757.9
1808,767510.25
1809,493074.44
1810,1322142.1
1811,543881.8
1812,343571.5
1813,806156.5
1814,966652.5
1815,516700.38
1816,456539.2
1817,590347.56
1818,1395817.4
1819,1066348.1
1820,658254.4
1821,1117152.0
1822,307852.56
1823,655059.9
1824,683865.0
1825,526907.94
1826,446241.34
1827,939320.8
1828,989380.5
1829,755553.9
1830,480012.62
1831,732189.44
1832,522492.03
1833,383620.62
1834,249571.38
1835,628082.6
1836,436353.62
1837,426223.1
1838,538647.8
1839,347498.88
1840,405513.5
1841,475316.6
1842,1170202.9
1843,510008.12
